number_contacts,client_id,contact,contact_duration,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,campaign_id,last_contact_date
4,23479,cellular,55,999,0,,no,1,2022-08-09
3,23480,cellular,73,999,0,,no,1,2022-08-31
11,23481,cellular,131,999,0,,no,1,2022-08-06
5,23482,cellular,118,999,0,,no,1,2022-08-20
6,23483,cellular,81,999,0,,no,1,2022-08-03
6,23484,cellular,66,999,0,,no,1,2022-08-06
2,23485,cellular,77,999,0,,no,1,2022-08-02
6,23486,cellular,52,999,0,,no,1,2022-08-31
7,23487,cellular,236,999,0,,no,1,2022-08-31
4,23488,cellular,74,999,0,,no,1,2022-08-18
4,23489,cellular,94,999,0,,no,1,2022-08-12
3,23490,cellular,211,999,0,,no,1,2022-08-03
3,23491,cellular,536,999,0,,no,1,2022-08-14
2,23492,cellular,210,999,0,,no,1,2022-08-07
10,23493,cellular,144,999,0,,no,1,2022-08-24
3,23494,cellular,85,999,0,,no,1,2022-08-17
8,23495,cellular,74,999,0,,no,1,2022-08-22
11,23496,cellular,13,999,0,,no,1,2022-08-27
6,23497,cellular,192,999,0,,no,1,2022-08-02
11,23498,cellular,17,999,0,,no,1,2022-08-09
3,23499,cellular,116,999,0,,no,1,2022-08-15
3,23500,cellular,110,999,0,,no,1,2022-08-29
3,23501,cellular,148,999,0,,no,1,2022-08-23
13,23502,cellular,67,999,0,,no,1,2022-08-30
2,23503,cellular,146,999,0,,no,1,2022-08-08
3,23504,cellular,979,999,0,,yes,1,2022-08-06
5,23505,cellular,51,999,0,,no,1,2022-08-05
7,23506,cellular,101,999,0,,no,1,2022-08-31
3,23507,cellular,107,999,0,,no,1,2022-08-28
2,23508,cellular,65,999,0,,no,1,2022-08-12
7,23509,cellular,78,999,0,,no,1,2022-08-12
2,23510,cellular,965,999,0,,yes,1,2022-08-05
8,23511,cellular,85,999,0,,no,1,2022-08-29
6,23512,cellular,26,999,0,,no,1,2022-08-19
9,23513,cellular,13,999,0,,no,1,2022-08-27
13,23514,cellular,47,999,0,,no,1,2022-08-02
9,23515,cellular,30,999,0,,no,1,2022-08-20
2,23516,cellular,38,999,0,,no,1,2022-08-14
5,23517,cellular,137,999,0,,no,1,2022-08-27
5,23518,cellular,84,999,0,,no,1,2022-08-02
7,23519,cellular,94,999,0,,no,1,2022-08-20
11,23520,cellular,91,999,0,,no,1,2022-08-13
2,23521,cellular,71,999,0,,no,1,2022-08-06
2,23522,cellular,210,999,0,,no,1,2022-08-30
3,23523,cellular,121,999,0,,no,1,2022-08-12
5,23524,cellular,96,999,0,,no,1,2022-08-14
2,23525,cellular,165,999,0,,no,1,2022-08-09
6,23526,cellular,82,999,0,,no,1,2022-08-25
2,23527,cellular,100,999,0,,no,1,2022-08-28
2,23528,cellular,81,999,0,,no,1,2022-08-30
2,23529,cellular,180,999,0,,no,1,2022-08-15
4,23530,cellular,54,999,0,,no,1,2022-08-21
4,23531,cellular,108,999,0,,no,1,2022-08-24
11,23532,cellular,84,999,0,,no,1,2022-08-19
2,23533,cellular,161,999,0,,no,1,2022-08-24
3,23534,cellular,198,999,0,,no,1,2022-08-23
4,23535,cellular,262,999,0,,no,1,2022-08-20
4,23536,cellular,74,999,0,,no,1,2022-08-23
2,23537,cellular,72,999,0,,no,1,2022-08-02
8,23538,cellular,23,999,0,,no,1,2022-08-13
6,23539,cellular,109,999,0,,no,1,2022-08-23
7,23540,cellular,125,999,0,,no,1,2022-08-01
15,23541,cellular,12,999,0,,no,1,2022-08-11
10,23542,cellular,12,999,0,,no,1,2022-08-26
12,23543,cellular,19,999,0,,no,1,2022-08-15
6,23544,cellular,87,999,0,,no,1,2022-08-01
18,23545,cellular,17,999,0,,no,1,2022-08-26
1,23546,cellular,56,999,0,,no,1,2022-08-19
3,23547,cellular,80,999,0,,no,1,2022-08-03
1,23548,cellular,80,999,0,,no,1,2022-08-11
1,23549,cellular,105,999,0,,no,1,2022-08-25
1,23550,cellular,75,999,0,,no,1,2022-08-07
2,23551,cellular,81,999,0,,no,1,2022-08-08
2,23552,cellular,46,999,0,,no,1,2022-08-07
6,23553,cellular,94,999,0,,no,1,2022-08-05
1,23554,cellular,147,999,0,,no,1,2022-08-27
4,23555,cellular,79,999,0,,no,1,2022-08-24
1,23556,cellular,126,999,0,,no,1,2022-08-24
1,23557,cellular,331,999,0,,no,1,2022-08-22
14,23558,cellular,13,999,0,,no,1,2022-08-19
18,23559,cellular,16,999,0,,no,1,2022-08-15
1,23560,cellular,44,999,0,,no,1,2022-08-01
2,23561,cellular,271,999,0,,no,1,2022-08-13
5,23562,cellular,86,999,0,,no,1,2022-08-25
1,23563,telephone,192,999,0,,no,1,2022-08-29
2,23564,cellular,180,999,0,,no,1,2022-08-01
1,23565,cellular,54,999,0,,no,1,2022-08-02
1,23566,cellular,95,999,0,,no,1,2022-08-08
1,23567,cellular,80,999,0,,no,1,2022-08-26
2,23568,cellular,82,999,0,,no,1,2022-08-12
1,23569,cellular,716,999,0,,yes,1,2022-08-06
2,23570,cellular,77,999,0,,no,1,2022-08-03
5,23571,cellular,14,999,0,,no,1,2022-08-07
1,23572,cellular,63,999,0,,no,1,2022-08-22
1,23573,cellular,110,999,0,,no,1,2022-08-22
6,23574,cellular,59,999,0,,no,1,2022-08-22
1,23575,cellular,192,999,0,,no,1,2022-08-27
5,23576,cellular,157,999,0,,no,1,2022-08-31
1,23577,cellular,535,999,0,,yes,1,2022-08-29
9,23578,cellular,15,999,0,,no,1,2022-08-25
1,23579,cellular,156,999,0,,no,1,2022-08-12
6,23580,cellular,452,999,0,,yes,1,2022-08-17
1,23581,cellular,205,999,0,,no,1,2022-08-08
1,23582,cellular,302,999,0,,no,1,2022-08-12
4,23583,cellular,99,999,0,,no,1,2022-08-24
2,23584,cellular,151,999,0,,no,1,2022-08-02
5,23585,cellular,56,999,0,,no,1,2022-08-05
2,23586,cellular,54,999,0,,no,1,2022-08-22
5,23587,cellular,81,999,0,,no,1,2022-08-28
5,23588,cellular,88,999,0,,no,1,2022-08-30
6,23589,cellular,122,999,0,,no,1,2022-08-16
6,23590,cellular,180,999,0,,no,1,2022-08-30
4,23591,cellular,82,999,0,,no,1,2022-08-02
22,23592,cellular,49,999,0,,no,1,2022-08-26
2,23593,cellular,82,999,0,,no,1,2022-08-09
4,23594,cellular,71,999,0,,no,1,2022-08-31
11,23595,cellular,121,999,0,,no,1,2022-08-01
2,23596,cellular,66,999,0,,no,1,2022-08-13
4,23597,cellular,70,999,0,,no,1,2022-08-11
3,23598,cellular,105,999,0,,no,1,2022-08-12
13,23599,cellular,12,999,0,,no,1,2022-08-02
8,23600,cellular,13,999,0,,no,1,2022-08-18
5,23601,cellular,327,999,0,,no,1,2022-08-20
3,23602,cellular,44,999,0,,no,1,2022-08-06
7,23603,cellular,183,999,0,,no,1,2022-08-17
3,23604,cellular,82,999,0,,no,1,2022-08-07
2,23605,cellular,72,999,0,,no,1,2022-08-31
6,23606,cellular,70,999,0,,no,1,2022-08-23
12,23607,cellular,20,999,0,,no,1,2022-08-23
7,23608,cellular,23,999,0,,no,1,2022-08-05
5,23609,cellular,117,999,0,,no,1,2022-08-13
10,23610,cellular,28,999,0,,no,1,2022-08-19
2,23611,cellular,203,999,0,,no,1,2022-08-30
7,23612,telephone,51,999,0,,no,1,2022-08-27
4,23613,cellular,22,999,0,,no,1,2022-08-11
17,23614,cellular,31,999,0,,no,1,2022-08-03
17,23615,cellular,16,999,0,,no,1,2022-08-06
3,23616,cellular,2372,999,0,,yes,1,2022-08-04
2,23617,cellular,86,999,0,,no,1,2022-08-16
3,23618,cellular,308,999,0,,no,1,2022-08-01
15,23619,cellular,93,999,0,,no,1,2022-08-31
17,23620,cellular,203,999,0,,no,1,2022-08-14
4,23621,cellular,68,999,0,,no,1,2022-08-07
9,23622,cellular,19,999,0,,no,1,2022-08-21
8,23623,cellular,98,999,0,,no,1,2022-08-03
14,23624,cellular,9,999,0,,no,1,2022-08-17
21,23625,cellular,11,999,0,,no,1,2022-08-01
8,23626,cellular,79,999,0,,no,1,2022-08-18
8,23627,cellular,144,999,0,,no,1,2022-08-27
15,23628,telephone,85,999,0,,no,1,2022-08-21
3,23629,cellular,1126,999,0,,yes,1,2022-08-21
11,23630,cellular,17,999,0,,no,1,2022-08-25
12,23631,cellular,16,999,0,,no,1,2022-08-26
3,23632,cellular,276,999,0,,no,1,2022-08-27
10,23633,telephone,146,999,0,,no,1,2022-08-04
4,23634,cellular,183,999,0,,no,1,2022-08-22
5,23635,cellular,156,999,0,,no,1,2022-08-16
4,23636,cellular,1037,999,0,,no,1,2022-08-21
4,23637,cellular,507,999,0,,no,1,2022-08-05
10,23638,cellular,18,999,0,,no,1,2022-08-19
10,23639,cellular,27,999,0,,no,1,2022-08-23
8,23640,cellular,17,999,0,,no,1,2022-08-16
10,23641,telephone,19,999,0,,no,1,2022-08-07
8,23642,cellular,12,999,0,,no,1,2022-08-19
5,23643,cellular,32,999,0,,no,1,2022-08-30
9,23644,telephone,12,999,0,,no,1,2022-08-10
14,23645,cellular,7,999,0,,no,1,2022-08-14
4,23646,cellular,715,999,0,,no,1,2022-08-23
4,23647,cellular,56,999,0,,no,1,2022-08-14
3,23648,cellular,195,999,0,,no,1,2022-08-05
4,23649,cellular,95,999,0,,no,1,2022-08-20
3,23650,cellular,83,999,0,,no,1,2022-08-07
8,23651,cellular,66,999,0,,no,1,2022-08-04
8,23652,cellular,8,999,0,,no,1,2022-08-08
5,23653,cellular,46,999,0,,no,1,2022-08-03
11,23654,cellular,25,999,0,,no,1,2022-08-08
2,23655,cellular,85,999,0,,no,1,2022-08-25
1,23656,cellular,76,999,0,,no,1,2022-08-27
15,23657,cellular,26,999,0,,no,1,2022-08-17
5,23658,cellular,958,999,0,,no,1,2022-08-23
18,23659,cellular,88,999,0,,no,1,2022-08-06
20,23660,cellular,20,999,0,,no,1,2022-08-21
9,23661,telephone,50,999,0,,no,1,2022-08-03
17,23662,cellular,45,999,0,,no,1,2022-08-28
17,23663,cellular,18,999,0,,no,1,2022-08-06
1,23664,cellular,248,999,0,,no,1,2022-08-25
1,23665,cellular,49,999,0,,no,1,2022-08-26
11,23666,cellular,16,999,0,,no,1,2022-08-01
6,23667,cellular,258,999,0,,no,1,2022-08-06
14,23668,cellular,13,999,0,,no,1,2022-08-18
2,23669,cellular,64,999,0,,no,1,2022-08-08
1,23670,cellular,104,999,0,,no,1,2022-08-07
17,23671,cellular,23,999,0,,no,1,2022-08-03
10,23672,cellular,35,999,0,,no,1,2022-08-15
16,23673,cellular,16,999,0,,no,1,2022-08-27
8,23674,cellular,158,999,0,,no,1,2022-08-20
11,23675,cellular,69,999,0,,no,1,2022-08-19
9,23676,cellular,77,999,0,,no,1,2022-08-03
4,23677,cellular,65,999,0,,no,1,2022-08-19
1,23678,cellular,76,999,0,,no,1,2022-08-16
9,23679,cellular,31,999,0,,no,1,2022-08-04
2,23680,cellular,97,999,0,,no,1,2022-08-26
8,23681,cellular,140,999,0,,no,1,2022-08-31
1,23682,cellular,131,999,0,,no,1,2022-08-03
1,23683,cellular,171,999,0,,no,1,2022-08-10
1,23684,cellular,162,999,0,,no,1,2022-08-31
1,23685,cellular,289,999,0,,no,1,2022-08-22
2,23686,cellular,77,999,0,,no,1,2022-08-06
9,23687,cellular,68,999,0,,no,1,2022-08-20
7,23688,cellular,42,999,0,,no,1,2022-08-06
4,23689,cellular,142,999,0,,no,1,2022-08-18
5,23690,cellular,12,999,0,,no,1,2022-08-25
1,23691,cellular,402,999,0,,no,1,2022-08-03
11,23692,cellular,13,999,0,,no,1,2022-08-07
12,23693,cellular,77,999,0,,no,1,2022-08-18
10,23694,cellular,35,999,0,,no,1,2022-08-06
4,23695,cellular,88,999,0,,no,1,2022-08-19
4,23696,cellular,50,999,0,,no,1,2022-08-06
5,23697,cellular,54,999,0,,no,1,2022-08-18
10,23698,cellular,66,999,0,,no,1,2022-08-27
9,23699,cellular,29,999,0,,no,1,2022-08-20
1,23700,cellular,259,999,0,,no,1,2022-08-31
2,23701,cellular,165,999,0,,no,1,2022-08-14
2,23702,cellular,74,999,0,,no,1,2022-08-31
1,23703,cellular,90,999,0,,no,1,2022-08-19
1,23704,telephone,158,999,0,,no,1,2022-08-28
5,23705,cellular,22,999,0,,no,1,2022-08-24
1,23706,cellular,44,999,0,,no,1,2022-08-26
1,23707,cellular,122,999,0,,no,1,2022-08-11
1,23708,cellular,43,999,0,,no,1,2022-08-09
1,23709,cellular,172,999,0,,no,1,2022-08-20
2,23710,telephone,46,999,0,,no,1,2022-08-01
3,23711,cellular,140,999,0,,no,1,2022-08-03
9,23712,cellular,59,999,0,,no,1,2022-08-06
17,23713,cellular,26,999,0,,no,1,2022-08-18
4,23714,cellular,77,999,0,,no,1,2022-08-30
8,23715,cellular,45,999,0,,no,1,2022-08-02
7,23716,cellular,103,999,0,,no,1,2022-08-21
2,23717,cellular,68,999,0,,no,1,2022-08-10
17,23718,cellular,99,999,0,,no,1,2022-08-19
10,23719,cellular,270,999,0,,no,1,2022-08-20
8,23720,cellular,74,999,0,,no,1,2022-08-09
2,23721,cellular,214,999,0,,no,1,2022-08-09
2,23722,cellular,147,999,0,,no,1,2022-08-04
4,23723,cellular,460,999,0,,no,1,2022-08-18
5,23724,cellular,114,999,0,,no,1,2022-08-26
7,23725,cellular,95,999,0,,no,1,2022-08-30
3,23726,cellular,602,999,0,,no,1,2022-08-22
23,23727,cellular,13,999,0,,no,1,2022-08-15
18,23728,cellular,9,999,0,,no,1,2022-08-19
5,23729,cellular,52,999,0,,no,1,2022-08-18
8,23730,cellular,142,999,0,,no,1,2022-08-26
2,23731,cellular,126,999,0,,no,1,2022-08-22
5,23732,cellular,17,999,0,,no,1,2022-08-25
5,23733,cellular,15,999,0,,no,1,2022-08-10
4,23734,cellular,21,999,0,,no,1,2022-08-29
4,23735,cellular,8,999,0,,no,1,2022-08-16
2,23736,telephone,48,999,0,,no,1,2022-08-25
4,23737,cellular,60,999,0,,no,1,2022-08-09
2,23738,telephone,51,999,0,,no,1,2022-08-07
6,23739,cellular,70,999,0,,no,1,2022-08-05
14,23740,cellular,23,999,0,,no,1,2022-08-07
4,23741,cellular,199,999,0,,no,1,2022-08-10
10,23742,cellular,12,999,0,,no,1,2022-08-02
4,23743,telephone,37,999,0,,no,1,2022-08-18
8,23744,cellular,48,999,0,,no,1,2022-08-12
1,23745,cellular,159,999,0,,no,1,2022-08-22
1,23746,cellular,245,999,0,,no,1,2022-08-09
14,23747,cellular,18,999,0,,no,1,2022-08-02
11,23748,cellular,189,999,0,,no,1,2022-08-17
5,23749,cellular,36,999,0,,no,1,2022-08-17
10,23750,cellular,56,999,0,,no,1,2022-08-08
5,23751,cellular,62,999,0,,no,1,2022-08-21
18,23752,telephone,64,999,0,,no,1,2022-08-02
6,23753,cellular,39,999,0,,no,1,2022-08-29
9,23754,cellular,133,999,0,,no,1,2022-08-24
2,23755,cellular,32,999,0,,no,1,2022-08-27
5,23756,cellular,310,999,0,,no,1,2022-08-12
7,23757,cellular,24,999,0,,no,1,2022-08-21
4,23758,cellular,125,999,0,,no,1,2022-08-23
11,23759,cellular,1109,999,0,,yes,1,2022-08-04
3,23760,telephone,161,999,0,,no,1,2022-08-14
11,23761,cellular,76,999,0,,no,1,2022-08-17
13,23762,cellular,24,999,0,,no,1,2022-08-01
8,23763,cellular,7,999,0,,no,1,2022-08-16
1,23764,cellular,260,999,0,,no,1,2022-08-31
1,23765,cellular,136,999,0,,no,1,2022-08-24
3,23766,telephone,58,999,0,,no,1,2022-08-26
10,23767,cellular,433,999,0,,no,1,2022-08-29
1,23768,cellular,247,999,0,,no,1,2022-08-21
1,23769,cellular,787,999,0,,no,1,2022-08-30
1,23770,cellular,201,999,0,,no,1,2022-08-21
2,23771,cellular,89,999,0,,no,1,2022-08-14
13,23772,cellular,19,999,0,,no,1,2022-08-23
9,23773,cellular,15,999,0,,no,1,2022-08-26
1,23774,cellular,55,999,0,,no,1,2022-08-17
1,23775,cellular,58,999,0,,no,1,2022-08-05
6,23776,telephone,688,999,0,,no,1,2022-08-12
6,23777,cellular,160,999,0,,no,1,2022-08-01
1,23778,cellular,193,999,0,,no,1,2022-08-04
1,23779,cellular,207,999,0,,no,1,2022-08-04
1,23780,cellular,106,999,0,,no,1,2022-08-01
1,23781,cellular,80,999,0,,no,1,2022-08-30
1,23782,cellular,42,999,0,,no,1,2022-08-10
1,23783,cellular,65,999,0,,no,1,2022-08-09
1,23784,cellular,70,999,0,,no,1,2022-08-14
8,23785,cellular,45,999,0,,no,1,2022-08-18
1,23786,cellular,150,999,0,,no,1,2022-08-25
7,23787,cellular,92,999,0,,no,1,2022-08-20
13,23788,cellular,47,999,0,,no,1,2022-08-20
3,23789,cellular,59,999,0,,no,1,2022-08-06
9,23790,cellular,24,999,0,,no,1,2022-08-15
3,23791,cellular,56,999,0,,no,1,2022-08-01
7,23792,cellular,105,999,0,,no,1,2022-08-25
2,23793,cellular,144,999,0,,no,1,2022-08-28
4,23794,cellular,85,999,0,,no,1,2022-08-11
1,23795,telephone,57,999,0,,no,1,2022-08-14
16,23796,cellular,71,999,0,,no,1,2022-08-04
7,23797,cellular,82,999,0,,no,1,2022-08-22
1,23798,cellular,162,999,0,,no,1,2022-08-15
1,23799,cellular,120,999,0,,no,1,2022-08-04
1,23800,cellular,73,999,0,,no,1,2022-08-28
1,23801,telephone,247,999,0,,no,1,2022-08-21
3,23802,cellular,119,999,0,,no,1,2022-08-07
4,23803,cellular,88,999,0,,no,1,2022-08-10
2,23804,cellular,114,999,0,,no,1,2022-08-06
2,23805,cellular,50,999,0,,no,1,2022-08-23
1,23806,cellular,73,999,0,,no,1,2022-08-12
1,23807,cellular,62,999,0,,no,1,2022-08-01
1,23808,cellular,171,999,0,,no,1,2022-08-21
10,23809,cellular,24,999,0,,no,1,2022-08-19
1,23810,cellular,21,999,0,,no,1,2022-08-20
1,23811,cellular,168,999,0,,no,1,2022-08-01
3,23812,cellular,133,999,0,,no,1,2022-08-30
1,23813,cellular,183,999,0,,no,1,2022-08-23
4,23814,cellular,25,999,0,,no,1,2022-08-08
2,23815,cellular,83,999,0,,no,1,2022-08-14
1,23816,cellular,41,999,0,,no,1,2022-08-25
1,23817,cellular,204,999,0,,no,1,2022-08-05
1,23818,cellular,164,999,0,,no,1,2022-08-02
1,23819,cellular,150,999,0,,no,1,2022-08-29
4,23820,cellular,90,999,0,,no,1,2022-08-30
1,23821,cellular,643,999,0,,no,1,2022-08-26
1,23822,cellular,131,999,0,,no,1,2022-08-30
1,23823,cellular,153,999,0,,no,1,2022-08-19
1,23824,cellular,40,999,0,,no,1,2022-08-04
2,23825,cellular,80,999,0,,no,1,2022-08-25
1,23826,cellular,488,999,0,,no,1,2022-08-24
4,23827,cellular,214,999,0,,no,1,2022-08-05
1,23828,cellular,204,999,0,,no,1,2022-08-22
2,23829,cellular,69,999,0,,no,1,2022-08-07
1,23830,cellular,36,999,0,,no,1,2022-08-31
1,23831,cellular,108,999,0,,no,1,2022-08-21
1,23832,cellular,135,999,0,,no,1,2022-08-13
1,23833,cellular,339,999,0,,no,1,2022-08-03
1,23834,cellular,462,999,0,,no,1,2022-08-14
1,23835,cellular,97,999,0,,no,1,2022-08-21
1,23836,cellular,28,999,0,,no,1,2022-08-17
1,23837,cellular,179,999,0,,no,1,2022-08-25
1,23838,cellular,109,999,0,,no,1,2022-08-07
1,23839,cellular,139,999,0,,no,1,2022-08-06
2,23840,telephone,103,999,0,,no,1,2022-08-31
1,23841,cellular,105,999,0,,no,1,2022-08-02
2,23842,cellular,213,999,0,,no,1,2022-08-15
1,23843,cellular,112,999,0,,no,1,2022-08-17
1,23844,cellular,255,999,0,,no,1,2022-08-11
2,23845,cellular,225,999,0,,no,1,2022-08-08
1,23846,cellular,131,999,0,,no,1,2022-08-02
1,23847,cellular,103,999,0,,no,1,2022-08-02
1,23848,cellular,77,999,0,,no,1,2022-08-03
1,23849,cellular,159,999,0,,no,1,2022-08-20
1,23850,cellular,103,999,0,,no,1,2022-08-15
1,23851,cellular,156,999,0,,no,1,2022-08-05
7,23852,cellular,81,999,0,,no,1,2022-08-31
5,23853,cellular,94,999,0,,no,1,2022-08-19
1,23854,cellular,113,999,0,,no,1,2022-08-08
1,23855,cellular,94,999,0,,no,1,2022-08-13
10,23856,cellular,35,999,0,,no,1,2022-08-23
1,23857,cellular,96,999,0,,no,1,2022-08-20
2,23858,cellular,96,999,0,,no,1,2022-08-14
1,23859,cellular,345,999,0,,no,1,2022-08-13
1,23860,cellular,245,999,0,,no,1,2022-08-30
2,23861,cellular,79,999,0,,no,1,2022-08-24
1,23862,cellular,128,999,0,,no,1,2022-08-07
1,23863,cellular,204,999,0,,no,1,2022-08-06
1,23864,cellular,156,999,0,,no,1,2022-08-13
2,23865,cellular,67,999,0,,no,1,2022-08-16
1,23866,cellular,91,999,0,,no,1,2022-08-25
1,23867,cellular,58,999,0,,no,1,2022-08-06
1,23868,cellular,245,999,0,,no,1,2022-08-02
1,23869,cellular,141,999,0,,no,1,2022-08-02
1,23870,cellular,71,999,0,,no,1,2022-08-16
1,23871,cellular,168,999,0,,no,1,2022-08-04
1,23872,cellular,235,999,0,,no,1,2022-08-25
1,23873,cellular,136,999,0,,no,1,2022-08-19
1,23874,cellular,63,999,0,,no,1,2022-08-23
1,23875,cellular,122,999,0,,no,1,2022-08-27
6,23876,cellular,137,999,0,,no,1,2022-08-12
1,23877,telephone,90,999,0,,no,1,2022-08-09
1,23878,cellular,141,999,0,,no,1,2022-08-10
1,23879,cellular,107,999,0,,no,1,2022-08-13
1,23880,cellular,180,999,0,,no,1,2022-08-17
1,23881,cellular,70,999,0,,no,1,2022-08-12
1,23882,cellular,96,999,0,,no,1,2022-08-06
1,23883,cellular,398,999,0,,no,1,2022-08-21
1,23884,cellular,60,999,0,,no,1,2022-08-19
2,23885,cellular,130,999,0,,no,1,2022-08-05
1,23886,cellular,256,999,0,,no,1,2022-08-01
1,23887,cellular,264,999,0,,no,1,2022-08-18
1,23888,cellular,95,999,0,,no,1,2022-08-13
9,23889,cellular,307,999,0,,no,1,2022-08-05
1,23890,cellular,210,999,0,,no,1,2022-08-14
1,23891,cellular,77,999,0,,no,1,2022-08-20
1,23892,telephone,116,999,0,,no,1,2022-08-16
1,23893,cellular,186,999,0,,no,1,2022-08-27
1,23894,telephone,115,999,0,,no,1,2022-08-24
8,23895,cellular,93,999,0,,no,1,2022-08-20
1,23896,telephone,104,999,0,,no,1,2022-08-03
2,23897,cellular,85,999,0,,no,1,2022-08-12
1,23898,telephone,59,999,0,,no,1,2022-08-08
1,23899,cellular,1028,999,0,,no,1,2022-08-21
3,23900,cellular,186,999,0,,no,1,2022-08-02
2,23901,cellular,299,999,0,,no,1,2022-08-26
2,23902,cellular,161,999,0,,no,1,2022-08-06
4,23903,cellular,207,999,0,,no,1,2022-08-12
2,23904,cellular,91,999,0,,no,1,2022-08-22
2,23905,cellular,133,999,0,,no,1,2022-08-16
2,23906,cellular,111,999,0,,no,1,2022-08-16
2,23907,cellular,239,999,0,,no,1,2022-08-14
3,23908,cellular,38,999,0,,no,1,2022-08-10
2,23909,cellular,165,999,0,,no,1,2022-08-21
9,23910,cellular,19,999,0,,no,1,2022-08-29
2,23911,cellular,436,999,0,,no,1,2022-08-04
9,23912,cellular,49,999,0,,no,1,2022-08-26
2,23913,cellular,64,999,0,,no,1,2022-08-27
2,23914,cellular,511,999,0,,no,1,2022-08-10
2,23915,cellular,961,999,0,,no,1,2022-08-15
2,23916,cellular,76,999,0,,no,1,2022-08-16
7,23917,cellular,124,999,0,,no,1,2022-08-05
10,23918,cellular,66,999,0,,no,1,2022-08-31
8,23919,cellular,54,999,0,,no,1,2022-08-01
10,23920,cellular,29,999,0,,no,1,2022-08-23
2,23921,cellular,56,999,0,,no,1,2022-08-16
7,23922,cellular,709,999,0,,no,1,2022-08-09
3,23923,cellular,95,999,0,,no,1,2022-08-16
3,23924,telephone,251,999,0,,no,1,2022-08-16
2,23925,cellular,59,999,0,,no,1,2022-08-04
2,23926,cellular,398,999,0,,no,1,2022-08-20
2,23927,cellular,47,999,0,,no,1,2022-08-05
2,23928,cellular,173,999,0,,no,1,2022-08-16
14,23929,cellular,69,999,0,,no,1,2022-08-14
9,23930,cellular,77,999,0,,no,1,2022-08-03
2,23931,cellular,300,999,0,,no,1,2022-08-28
1,23932,cellular,94,999,0,,no,1,2022-08-12
1,23933,cellular,39,999,0,,no,1,2022-08-24
3,23934,cellular,81,999,0,,no,1,2022-08-30
1,23935,telephone,18,999,0,,no,1,2022-08-02
1,23936,telephone,36,999,0,,no,1,2022-08-30
11,23937,cellular,24,999,0,,no,1,2022-08-05
2,23938,cellular,70,999,0,,no,1,2022-08-16
3,23939,cellular,21,999,0,,no,1,2022-08-23
2,23940,cellular,92,999,0,,no,1,2022-08-31
1,23941,telephone,162,999,0,,no,1,2022-08-29
2,23942,cellular,116,999,0,,no,1,2022-08-18
1,23943,cellular,94,999,0,,no,1,2022-08-03
1,23944,telephone,58,999,0,,no,1,2022-08-01
5,23945,cellular,76,999,0,,no,1,2022-08-03
1,23946,cellular,90,999,0,,no,1,2022-08-01
9,23947,cellular,14,999,0,,no,1,2022-08-05
1,23948,telephone,129,999,0,,no,1,2022-08-30
1,23949,cellular,157,999,0,,no,1,2022-08-10
1,23950,telephone,145,999,0,,no,1,2022-08-08
3,23951,cellular,161,999,0,,no,1,2022-08-25
1,23952,cellular,88,999,0,,no,1,2022-08-25
2,23953,cellular,122,999,0,,no,1,2022-08-14
1,23954,cellular,133,999,0,,no,1,2022-08-27
2,23955,cellular,61,999,0,,no,1,2022-08-21
5,23956,cellular,10,999,0,,no,1,2022-08-27
1,23957,cellular,493,999,0,,no,1,2022-08-11
2,23958,cellular,451,999,0,,no,1,2022-08-06
1,23959,telephone,86,999,0,,no,1,2022-08-21
1,23960,cellular,168,999,0,,no,1,2022-08-01
2,23961,cellular,370,999,0,,no,1,2022-08-10
4,23962,cellular,93,999,0,,no,1,2022-08-17
1,23963,cellular,201,999,0,,no,1,2022-08-08
2,23964,cellular,59,999,0,,no,1,2022-08-03
8,23965,cellular,85,999,0,,no,1,2022-08-01
2,23966,cellular,301,999,0,,no,1,2022-08-20
2,23967,cellular,60,999,0,,no,1,2022-08-28
2,23968,cellular,27,999,0,,no,1,2022-08-28
1,23969,telephone,20,999,0,,no,1,2022-08-30
1,23970,telephone,81,999,0,,no,1,2022-08-27
1,23971,telephone,74,999,0,,no,1,2022-08-21
2,23972,cellular,53,999,0,,no,1,2022-08-18
3,23973,cellular,35,999,0,,no,1,2022-08-27
1,23974,telephone,117,999,0,,no,1,2022-08-01
3,23975,cellular,215,999,0,,no,1,2022-08-09
1,23976,telephone,43,999,0,,no,1,2022-08-31
2,23977,cellular,73,999,0,,no,1,2022-08-20
3,23978,cellular,106,999,0,,no,1,2022-08-25
1,23979,telephone,120,999,0,,no,1,2022-08-18
1,23980,telephone,51,999,0,,no,1,2022-08-09
6,23981,cellular,669,999,0,,no,1,2022-08-15
5,23982,cellular,46,999,0,,no,1,2022-08-01
5,23983,cellular,127,999,0,,no,1,2022-08-30
4,23984,telephone,158,999,0,,no,1,2022-08-01
10,23985,cellular,17,999,0,,no,1,2022-08-11
3,23986,cellular,68,999,0,,no,1,2022-08-28
3,23987,cellular,215,999,0,,no,1,2022-08-27
9,23988,telephone,63,999,0,,no,1,2022-08-23
7,23989,cellular,27,999,0,,no,1,2022-08-22
2,23990,cellular,117,999,0,,no,1,2022-08-31
6,23991,cellular,8,999,0,,no,1,2022-08-28
5,23992,cellular,6,999,0,,no,1,2022-08-13
3,23993,cellular,515,999,0,,no,1,2022-08-08
